Taxon,temperature,climate_rating,mean_annual_ temp_celcius,mean_hottest_month_celcius,mean_coldest_quarter_celsius,mean_annual_precipitation mm/year,mean_driest_quarter mm/qtr,tree_on_CAT,obs_record1,obs_record2,obs_record3,obs_record4,obs_record5
Cornus nuttallii,9.98333,11,11.0891,26.0656,5.04558,1016.25,70.625,TRUE,GBIF_BGCI=119,GBIF_CURRENT=1194,,URBANPLANTS=4,PLANTSEARCH=72
Cornus obliqua,9.98333,11,8.52772,25.632,-1.45367,888.5,170,TRUE,GBIF_CURRENT=121,,PLANTSEARCH=54,,
Cornus racemosa,9.98333,11,9.76957,28.2685,-1.81758,966.25,178.75,TRUE,GBIF_BGCI=484,GBIF_CURRENT=1625,,URBANPLANTS=8,PLANTSEARCH=127
Cornus schindleri,9.98333,11,12.6797,24.45,5.5,866.5,54.3333,TRUE,GBIF_BGCI=156,GBIF_CURRENT=69,,PLANTSEARCH=5,
Cornus walteri,9.98333,11,13.2175,28.5942,1.8215,898.625,78.75,TRUE,GBIF_BGCI=219,GBIF_CURRENT=184,,URBANPLANTS=9,PLANTSEARCH=7
Corylus avellana,9.98333,11,9.82525,23.148,3.5525,773.875,150.375,TRUE,GBIF_BGCI=348798,GBIF_CURRENT=42953,,URBANPLANTS=18,PLANTSEARCH=212
Corylus chinensis,9.98333,11,12.5746,25.913,3.49383,805,66.75,TRUE,GBIF_BGCI=125,,GBIF_CURRENT=121,URBANPLANTS=3,PLANTSEARCH=65
Corylus colurna,9.98333,11,10.1637,25.8235,1.017,769.5,136.75,TRUE,GBIF_BGCI=22,GBIF_CURRENT=69,,URBANPLANTS=21,PLANTSEARCH=21
Corylus cornuta,9.98333,11,8.77425,25.2547,-0.710416,948.667,116.667,TRUE,GBIF_BGCI=2775,GBIF_CURRENT=473,,PLANTSEARCH=91,
Corylus fargesii,9.98333,11,7.61772,24.5333,-1.49445,823,87.1667,TRUE,GBIF_BGCI=17,GBIF_CURRENT=1,,PLANTSEARCH=38,
Corylus ferox,9.98333,11,11.9968,24.038,3.97711,929,83,TRUE,GBIF_BGCI=417,GBIF_CURRENT=15,,PLANTSEARCH=16,
Corylus jacquemontii,9.98333,11,10.2302,24.2,1.22778,854.5,109.5,TRUE,GBIF_BGCI=25,GBIF_CURRENT=5,,PLANTSEARCH=13,
Cotinus coggygria,9.98333,11,11.5539,26.939,2.91342,814.75,142.5,TRUE,GBIF_BGCI=4987,GBIF_CURRENT=18295,,URBANPLANTS=43,PLANTSEARCH=225
Cotoneaster frigidus,9.98333,11,10.6985,22.1421,5.19525,1030.5,140.125,TRUE,GBIF_BGCI=2,GBIF_CURRENT=22,,URBANPLANTS=2,PLANTSEARCH=47
Crataegus crus-galli,9.98333,11,11.4508,28.5525,0.883027,925,163.5,TRUE,GBIF_BGCI=164,GBIF_CURRENT=128,,URBANPLANTS=21,PLANTSEARCH=1
Crataegus kansuensis,9.98333,11,9.75415,25.05,-0.308333,646.5,61.8333,TRUE,GBIF_BGCI=72,GBIF_CURRENT=7,,PLANTSEARCH=19,
Crataegus mollis,9.98333,11,10.8956,27.6285,0.159417,876.875,153.5,TRUE,GBIF_BGCI=528,GBIF_CURRENT=1184,,URBANPLANTS=6,PLANTSEARCH=78
Crataegus monogyna,9.98333,11,10.5251,23.181,4.76123,754,146.25,TRUE,GBIF_BGCI=419196,GBIF_CURRENT=37233,,URBANPLANTS=31,PLANTSEARCH=18
Crinodendron patagua,9.98333,11,12.2406,26.493,7.08233,605.75,49,TRUE,GBIF_BGCI=15,GBIF_CURRENT=23,,URBANPLANTS=1,PLANTSEARCH=67
Cupressus torulosa,9.98333,11,11.5865,24.313,5.85425,751.5,86.375,TRUE,GBIF_BGCI=73,GBIF_CURRENT=91,,URBANPLANTS=23,PLANTSEARCH=85
Cydonia oblonga,9.98333,11,12.2991,25.974,5.55689,708.833,118.333,TRUE,GBIF_CURRENT=9518,,URBANPLANTS=19,PLANTSEARCH=135,
Daphniphyllum macropodum,9.98333,11,13.8607,28.193,4.37825,1391.25,174.75,TRUE,GBIF_BGCI=785,GBIF_CURRENT=856,,URBANPLANTS=6,PLANTSEARCH=15
Davidia involucrata,9.98333,11,12.3627,25.657,4.40706,1043.38,118.375,TRUE,GBIF_BGCI=28,GBIF_CURRENT=143,,URBANPLANTS=12,PLANTSEARCH=15
Deutzia gracilis,9.98333,11,11.8477,27.374,2.12325,1260.5,157.875,TRUE,GBIF_BGCI=333,GBIF_CURRENT=789,,URBANPLANTS=4,PLANTSEARCH=128
Drimys winteri,9.98333,11,10.6717,23.4705,6.08034,849.5,92,TRUE,GBIF_BGCI=143,GBIF_CURRENT=195,,URBANPLANTS=1,PLANTSEARCH=88
Embothrium coccineum,9.98333,11,8.17755,19.4693,3.43322,1146.83,178,TRUE,GBIF_BGCI=131,GBIF_CURRENT=286,,PLANTSEARCH=61,
Enkianthus campanulatus,9.98333,11,9.07504,24.7113,0.0361111,1498.67,170.167,TRUE,GBIF_BGCI=495,GBIF_CURRENT=417,,PLANTSEARCH=151,
Enkianthus deflexus,9.98333,11,11.48,22.6187,3.692,949,88.6667,TRUE,GBIF_BGCI=319,GBIF_CURRENT=125,,PLANTSEARCH=34,
Eucalyptus neglecta,9.98333,11,10.6574,23.6533,5.11444,1027.17,181,TRUE,GBIF_BGCI=28,GBIF_CURRENT=127,,PLANTSEARCH=35,
Eucalyptus parvula,9.98333,11,11.7667,24.0375,6.68441,816.625,119.875,TRUE,GBIF_BGCI=292,GBIF_CURRENT=287,,URBANPLANTS=5,PLANTSEARCH=17
Eucalyptus pauciflora,9.98333,11,10.9947,23.7765,5.96608,868.375,164.875,TRUE,GBIF_BGCI=1135,GBIF_CURRENT=9829,,URBANPLANTS=16,PLANTSEARCH=42
Eucalyptus perriniana,9.98333,11,10.5435,22.5845,5.77733,846.5,166.875,TRUE,GBIF_BGCI=12,GBIF_CURRENT=334,,URBANPLANTS=6,PLANTSEARCH=39
Eucalyptus rodwayi,9.98333,11,9.49959,20.0527,5.00567,857.5,163.667,TRUE,GBIF_BGCI=13,GBIF_CURRENT=855,,PLANTSEARCH=23,
Eucalyptus rubida,9.98333,11,12.482,25.0195,7.30858,757.25,151.375,TRUE,GBIF_BGCI=58,GBIF_CURRENT=5587,,URBANPLANTS=12,PLANTSEARCH=24
Euonymus atropurpureus,9.98333,11,11.0492,29.7849,-1.61675,902,144.125,TRUE,GBIF_BGCI=365,GBIF_CURRENT=839,,URBANPLANTS=2,PLANTSEARCH=73
Euonymus carnosus,9.98333,11,15.3959,29.0213,5.97733,1905,202.5,TRUE,GBIF_BGCI=392,GBIF_CURRENT=225,,URBANPLANTS=3,PLANTSEARCH=38
Euonymus europaeus,9.98333,11,9.966,23.4425,2.65725,760.75,144.5,TRUE,GBIF_BGCI=121768,GBIF_CURRENT=27673,,URBANPLANTS=1,PLANTSEARCH=19
Euonymus hamiltonianus,9.98333,11,13.1533,27.839,3.85317,1241.38,139.875,TRUE,GBIF_BGCI=1677,GBIF_CURRENT=143,,URBANPLANTS=4,PLANTSEARCH=72
Euonymus oxyphyllus,9.98333,11,12.3795,27.6305,3.39025,1382.88,172,TRUE,GBIF_BGCI=133,GBIF_CURRENT=867,,URBANPLANTS=1,PLANTSEARCH=59
Euptelea polyandra,9.98333,11,11.8189,26.2287,2.68989,1384,168.5,TRUE,GBIF_BGCI=672,GBIF_CURRENT=611,,PLANTSEARCH=82,
Fagus grandifolia,9.98333,11,9.28667,28.2067,-1.68392,1058.12,212,TRUE,GBIF_BGCI=4423,GBIF_CURRENT=15164,,URBANPLANTS=31,PLANTSEARCH=172
Fagus sylvatica,9.98333,11,9.66416,24.0375,2.265,830.125,160.25,TRUE,GBIF_BGCI=299593,GBIF_CURRENT=34326,,URBANPLANTS=55,PLANTSEARCH=252
Fitzroya cupressoides,9.98333,11,10.1521,20.9,5.78889,1544.67,235.333,TRUE,GBIF_BGCI=337,,GBIF_CURRENT=312,PLANTSEARCH=57,
Frangula purshiana,9.98333,11,10.4857,24.371,4.05884,1155.75,98.75,TRUE,GBIF_BGCI=969,GBIF_CURRENT=1169,,URBANPLANTS=3,PLANTSEARCH=28
Fraxinus americana,9.98333,11,9.88767,27.782,-0.94125,979.875,185.25,TRUE,GBIF_BGCI=1726,,GBIF_CURRENT=8713,URBANPLANTS=85,PLANTSEARCH=211
Fraxinus chinensis,9.98333,11,11.6591,27.7625,0.88375,1013.12,94.375,TRUE,GBIF_BGCI=772,GBIF_CURRENT=785,,URBANPLANTS=23,PLANTSEARCH=63
Fraxinus excelsior,9.98333,11,9.75717,23.2874,2.78585,772.75,148.875,TRUE,GBIF_BGCI=412364,GBIF_CURRENT=43936,,URBANPLANTS=82,PLANTSEARCH=214
Fraxinus paxiana,9.98333,11,12.1333,24.2,4.00556,829,76,TRUE,GBIF_BGCI=14,GBIF_CURRENT=33,,PLANTSEARCH=48,
Fraxinus pennsylvanica,9.98333,11,10.6015,28.5865,-0.613166,895.75,158.375,TRUE,GBIF_BGCI=21,GBIF_CURRENT=5422,,URBANPLANTS=82,PLANTSEARCH=195
Fraxinus quadrangulata,9.98333,11,11.4255,29.6045,-0.0805829,969.875,174.5,TRUE,GBIF_BGCI=174,,GBIF_CURRENT=1322,URBANPLANTS=8,PLANTSEARCH=96
Garrya fremontii,9.98333,11,11.0558,27.6093,4.63734,1023,63,TRUE,GBIF_BGCI=993,GBIF_CURRENT=188,,PLANTSEARCH=24,
Genista aetnensis,9.98333,11,12.7876,25.7565,6.73749,675.5,90.5,TRUE,GBIF_BGCI=41,GBIF_CURRENT=86,,URBANPLANTS=1,PLANTSEARCH=44
Gymnocladus dioicus,9.98333,11,11.8049,29.8053,0.186444,954.333,159.667,TRUE,GBIF_BGCI=374,GBIF_CURRENT=945,,PLANTSEARCH=136,
Hamamelis mollis,9.98333,11,13.756,27.734,3.89892,1089.25,157.75,TRUE,GBIF_BGCI=47,GBIF_CURRENT=176,,URBANPLANTS=8,PLANTSEARCH=141
Hamamelis virginiana,9.98333,11,9.90583,27.9367,-0.923001,1041.62,211.375,TRUE,GBIF_BGCI=162,GBIF_CURRENT=674,,URBANPLANTS=11,PLANTSEARCH=247
Heptacodium miconioides,9.98333,11,13.3835,29.4014,2.43625,1103.38,163.375,TRUE,GBIF_BGCI=2,,GBIF_CURRENT=93,URBANPLANTS=6,PLANTSEARCH=154
Hydrangea heteromalla,9.98333,11,11.0646,22.598,3.01733,915,86.3333,TRUE,GBIF_BGCI=183,GBIF_CURRENT=18,,PLANTSEARCH=11,
Hydrangea paniculata,9.98333,11,12.1573,28.0395,1.97875,1297.75,163.375,TRUE,GBIF_BGCI=176,GBIF_CURRENT=176,,URBANPLANTS=1,PLANTSEARCH=16
Ilex aquifolium,9.98333,11,10.6032,23.5545,5.0785,788.375,153.625,TRUE,GBIF_BGCI=171158,GBIF_CURRENT=31459,,URBANPLANTS=34,PLANTSEARCH=29
Ilex bioritsensis,9.98333,11,11.7465,21.5673,5.20756,2172.33,190.167,TRUE,GBIF_BGCI=26,GBIF_CURRENT=114,,PLANTSEARCH=35,
Ilex collina,9.98333,11,9.0264,25.5,1.3,1117,231.5,TRUE,GBIF_CURRENT=3,,PLANTSEARCH=18,,
Ilex crenata,9.98333,11,13.064,28.6635,3.84033,1379.62,185.25,TRUE,GBIF_BGCI=776,GBIF_CURRENT=188,,URBANPLANTS=14,PLANTSEARCH=124
Ilex fargesii,9.98333,11,13.0323,26.1667,4.53889,1027,90.6667,TRUE,GBIF_BGCI=129,GBIF_CURRENT=42,,PLANTSEARCH=34,
Ilex macropoda,9.98333,11,12.7339,28.467,2.958,1375.75,158,TRUE,GBIF_BGCI=945,GBIF_CURRENT=671,,URBANPLANTS=3,PLANTSEARCH=24
Ilex shennongjiaensis,9.98333,11,13.9916,28.9167,3.78889,1158.83,80,TRUE,GBIF_BGCI=1,GBIF_CURRENT=2,,PLANTSEARCH=1,
Ilex verticillata,9.98333,11,8.7968,26.9733,-2.08355,1048.83,213,TRUE,GBIF_BGCI=183,GBIF_CURRENT=452,,PLANTSEARCH=195,
Juglans cinerea,9.98333,11,8.10787,26.896,-3.33633,933.625,179.75,TRUE,GBIF_BGCI=857,,GBIF_CURRENT=6561,URBANPLANTS=21,PLANTSEARCH=141
Juglans nigra,9.98333,11,11.6237,28.9554,1.17552,911.375,167.25,TRUE,GBIF_BGCI=1756,GBIF_CURRENT=851,,URBANPLANTS=6,PLANTSEARCH=231
Juglans regia,9.98333,11,10.2567,25.012,2.69034,760.875,141.25,TRUE,GBIF_BGCI=136,,GBIF_CURRENT=8719,URBANPLANTS=63,PLANTSEARCH=193
Juniperus chinensis,9.98333,11,13.7091,28.3591,4.57042,1037.75,125.875,TRUE,GBIF_BGCI=51,GBIF_CURRENT=811,,URBANPLANTS=91,PLANTSEARCH=168
Juniperus pingii,9.98333,11,11.1934,26.442,2.925,860.25,77.25,TRUE,GBIF_BGCI=318,,GBIF_CURRENT=27,URBANPLANTS=1,PLANTSEARCH=13
Juniperus scopulorum,9.98333,11,9.12771,27.5865,0.44275,498.25,74.125,TRUE,GBIF_BGCI=746,GBIF_CURRENT=216,,URBANPLANTS=16,PLANTSEARCH=8
Juniperus thurifera,9.98333,11,10.3469,26.9993,3.61245,588.667,101,TRUE,GBIF_BGCI=7638,GBIF_CURRENT=4843,,PLANTSEARCH=41,
Juniperus virginiana,9.98333,11,12.106,29.8285,1.46762,1016.12,193.125,TRUE,GBIF_BGCI=3175,GBIF_CURRENT=1985,,URBANPLANTS=6,PLANTSEARCH=239
Kageneckia oblonga,9.98333,11,12.9708,26.0055,7.99242,595.875,40.375,TRUE,GBIF_BGCI=21,GBIF_CURRENT=23,,URBANPLANTS=1,PLANTSEARCH=13
Kalmia latifolia,9.98333,11,10.6063,27.604,0.150833,1084.12,225.875,TRUE,GBIF_BGCI=1266,GBIF_CURRENT=5772,,URBANPLANTS=1,PLANTSEARCH=17
Kalopanax septemlobus,9.98333,11,12.4365,27.9145,2.18498,1162.75,136.375,TRUE,GBIF_BGCI=791,GBIF_CURRENT=1282,,URBANPLANTS=8,PLANTSEARCH=97
Koelreuteria paniculata,9.98333,11,12.1226,28.62,3.06859,799.625,105.625,TRUE,GBIF_BGCI=65,GBIF_CURRENT=169,,URBANPLANTS=18,PLANTSEARCH=238
Larix kaempferi,9.98333,11,9.66986,25.2415,1.02981,1012.75,140.625,TRUE,GBIF_BGCI=164,GBIF_CURRENT=747,,URBANPLANTS=8,PLANTSEARCH=163
Leptospermum lanigerum,9.98333,11,12.2301,23.1523,7.56888,845,152.625,TRUE,GBIF_BGCI=6792,GBIF_CURRENT=6628,,URBANPLANTS=9,PLANTSEARCH=49
Ligustrum compactum,9.98333,11,13.574,25.9785,5.89791,934.5,91.375,TRUE,GBIF_BGCI=229,GBIF_CURRENT=53,,URBANPLANTS=2,PLANTSEARCH=23
Lindera benzoin,9.98333,11,11.7078,29.472,1.01407,1073.25,223.875,TRUE,GBIF_BGCI=695,GBIF_CURRENT=4642,,URBANPLANTS=1,PLANTSEARCH=195
Lindera obtusiloba,9.98333,11,11.2515,26.785,2.36017,1250.5,130.25,TRUE,GBIF_BGCI=1879,GBIF_CURRENT=439,,URBANPLANTS=1,PLANTSEARCH=86
Liriodendron tulipifera,9.98333,11,12.4778,29.076,2.69883,1026,202.5,TRUE,GBIF_BGCI=2441,GBIF_CURRENT=17933,,URBANPLANTS=77,PLANTSEARCH=292
Litsea pungens,9.98333,11,15.0629,29.505,6.12433,1076.25,65.625,TRUE,GBIF_BGCI=25,GBIF_CURRENT=128,,URBANPLANTS=4,PLANTSEARCH=9
Magnolia acuminata,9.98333,11,10.2178,28.38,-0.0790843,1054,205.5,TRUE,GBIF_BGCI=22,GBIF_CURRENT=713,,URBANPLANTS=16,PLANTSEARCH=171
Magnolia campbellii,9.98333,11,11.636,21.8333,5.17777,1014.67,93,TRUE,GBIF_BGCI=57,GBIF_CURRENT=29,,PLANTSEARCH=4,
Magnolia globosa,9.98333,11,10.549,20.5667,3.12222,991.333,93.6667,TRUE,GBIF_BGCI=47,GBIF_CURRENT=2,,PLANTSEARCH=3,
Magnolia obovata,9.98333,11,11.5435,25.7135,2.85983,1264,152.75,TRUE,GBIF_BGCI=422,GBIF_CURRENT=689,,URBANPLANTS=1,PLANTSEARCH=96
Magnolia salicifolia,9.98333,11,10.5119,26.422,0.695333,1470.5,222.667,TRUE,GBIF_BGCI=542,GBIF_CURRENT=417,,PLANTSEARCH=94,
Magnolia sieboldii,9.98333,11,9.43841,25.66,-1.08169,1105.88,106.25,TRUE,GBIF_BGCI=158,GBIF_CURRENT=282,,URBANPLANTS=4,PLANTSEARCH=155
Magnolia stellata,9.98333,11,12.995,28.5885,3.22925,1232,176.25,TRUE,GBIF_BGCI=9,,GBIF_CURRENT=385,URBANPLANTS=24,PLANTSEARCH=231
Malus asiatica,9.98333,11,12.7371,26.934,3.34358,775.25,56.125,TRUE,GBIF_BGCI=123,GBIF_CURRENT=68,,URBANPLANTS=1,PLANTSEARCH=17
Malus baccata,9.98333,11,8.20047,25.971,-3.74233,805.5,73.25,TRUE,GBIF_BGCI=35,GBIF_CURRENT=1157,,URBANPLANTS=15,PLANTSEARCH=114
Malus fusca,9.98333,11,10.1483,22.1406,4.07381,1470,140,TRUE,GBIF_BGCI=96,GBIF_CURRENT=93,,URBANPLANTS=2,PLANTSEARCH=62
Malus prattii,9.98333,11,10.7302,24.0333,3.24167,906.667,69.8333,TRUE,GBIF_BGCI=383,GBIF_CURRENT=45,,PLANTSEARCH=28,
Malus rockii,9.98333,11,11.7349,23.5833,4.22222,857.333,72.3333,TRUE,GBIF_BGCI=218,GBIF_CURRENT=49,,PLANTSEARCH=3,
Malus sieboldii,9.98333,11,9.69098,23.7607,1.31656,1012.17,137,TRUE,GBIF_BGCI=921,GBIF_CURRENT=1276,,PLANTSEARCH=74,
Malus sieversii,9.98333,11,7.03009,26.861,-4.504,527.25,68,TRUE,GBIF_BGCI=7887,GBIF_CURRENT=34,,URBANPLANTS=1,PLANTSEARCH=5
Malus sylvestris,9.98333,11,9.40924,23.376,3.13967,730.75,125.5,TRUE,GBIF_BGCI=5324,GBIF_CURRENT=199,,URBANPLANTS=19,PLANTSEARCH=18
Malus yunnanensis,9.98333,11,13.051,24.4715,6.15207,870.5,90.375,TRUE,GBIF_BGCI=331,GBIF_CURRENT=7,,URBANPLANTS=3,PLANTSEARCH=45
Maytenus boaria,9.98333,11,11.727,24.182,6.76438,720.5,89.25,TRUE,GBIF_BGCI=146,GBIF_CURRENT=613,,URBANPLANTS=9,PLANTSEARCH=75
Meliosma cuneifolia,9.98333,11,13.1583,27.7185,3.90681,857.5,67.125,TRUE,GBIF_BGCI=5,GBIF_CURRENT=131,,URBANPLANTS=1,PLANTSEARCH=19
Meliosma dilleniifolia,9.98333,11,10.4021,21.2,3.92778,974,78.6667,TRUE,GBIF_BGCI=15,GBIF_CURRENT=19,,PLANTSEARCH=8,
Meliosma myriantha,9.98333,11,12.194,27.1627,2.88089,1352.33,162.667,TRUE,GBIF_BGCI=686,GBIF_CURRENT=42,,PLANTSEARCH=2,
Meliosma veitchiorum,9.98333,11,13.7013,27.36,5.414,1112.38,106.25,TRUE,GBIF_BGCI=47,GBIF_CURRENT=27,,URBANPLANTS=1,PLANTSEARCH=24
Merrilliopanax alpinus,9.98333,11,12.601,23.0667,4.56111,1063.67,83.6667,TRUE,GBIF_BGCI=1,GBIF_CURRENT=3,,PLANTSEARCH=2,
Mespilus germanica,9.98333,11,10.7868,25.0459,3.39767,710.75,131,TRUE,GBIF_BGCI=12,GBIF_CURRENT=13666,,URBANPLANTS=12,PLANTSEARCH=136
Morus nigra,9.98333,11,12.8519,26.4973,6.48943,745.667,128,TRUE,GBIF_CURRENT=1472,,URBANPLANTS=25,PLANTSEARCH=13,
Nyssa sylvatica,9.98333,11,12.6707,29.0333,2.81325,1092.88,211.875,TRUE,GBIF_BGCI=1229,GBIF_CURRENT=2565,,URBANPLANTS=43,PLANTSEARCH=22
Oemleria cerasiformis,9.98333,11,10.3832,23.462,4.3125,917.25,115.5,TRUE,GBIF_CURRENT=271,,PLANTSEARCH=84,,
Osmanthus yunnanensis,9.98333,11,13.3054,24.253,6.97567,868.5,67.875,TRUE,GBIF_BGCI=462,GBIF_CURRENT=25,,URBANPLANTS=1,PLANTSEARCH=39
Ostrya japonica,9.98333,11,11.6442,27.1115,1.83525,1089.5,121.5,TRUE,GBIF_BGCI=271,GBIF_CURRENT=187,,URBANPLANTS=1,PLANTSEARCH=6
Ostrya virginiana,9.98333,11,10.25,27.7955,-1.26,1001.62,178.25,TRUE,GBIF_BGCI=2236,GBIF_CURRENT=5467,,URBANPLANTS=26,PLANTSEARCH=18
Parrotia persica,9.98333,11,12.459,26.8125,3.872,921.75,142.375,TRUE,GBIF_BGCI=1,GBIF_CURRENT=92,,URBANPLANTS=17,PLANTSEARCH=236
Parrotiopsis jacquemontiana,9.98333,11,10.8403,23.325,2.80834,905.25,138.25,TRUE,GBIF_CURRENT=9,,PLANTSEARCH=97,,
Paulownia tomentosa,9.98333,11,12.9132,27.255,3.5,829.75,117.125,TRUE,GBIF_BGCI=32,GBIF_CURRENT=1284,,URBANPLANTS=64,PLANTSEARCH=197
Phellodendron amurense,9.98333,11,9.94002,26.871,-0.9815,1132.38,159.5,TRUE,GBIF_BGCI=39,GBIF_CURRENT=987,,URBANPLANTS=28,PLANTSEARCH=28
Picea alcoquiana,9.98333,11,9.79271,24.2,0.333332,1427,145,TRUE,GBIF_BGCI=43,,GBIF_CURRENT=74,PLANTSEARCH=34,
Picea asperata,9.98333,11,9.13077,24.5075,-1.01942,691.75,50.75,TRUE,GBIF_BGCI=154,,GBIF_CURRENT=185,URBANPLANTS=1,PLANTSEARCH=115
Picea brachytyla,9.98333,11,11.3588,23.4833,3.45,883.5,83.8333,TRUE,GBIF_BGCI=393,,GBIF_CURRENT=258,PLANTSEARCH=53,
Picea likiangensis,9.98333,11,9.27083,22.2011,1.92879,997.25,91.375,TRUE,GBIF_BGCI=654,,GBIF_CURRENT=236,URBANPLANTS=1,PLANTSEARCH=63
Picea pungens,9.98333,11,7.86825,25.5305,-0.450846,739,132.125,TRUE,GBIF_BGCI=12,GBIF_CURRENT=6558,,URBANPLANTS=74,PLANTSEARCH=2
Picea sitchensis,9.98333,11,9.88287,21.26,4.08634,1199.75,153.5,TRUE,GBIF_BGCI=74,GBIF_CURRENT=316,,URBANPLANTS=9,PLANTSEARCH=125
Picea smithiana,9.98333,11,10.5683,23.881,3.66508,799,107.625,TRUE,GBIF_BGCI=24,GBIF_CURRENT=94,,URBANPLANTS=4,PLANTSEARCH=89
Picea spinulosa,9.98333,11,8.79584,19.9167,2.71389,935,68.1667,TRUE,GBIF_BGCI=19,GBIF_CURRENT=22,,PLANTSEARCH=17,
Picea wilsonii,9.98333,11,8.86228,26.2825,-1.64409,704.5,50.875,TRUE,GBIF_BGCI=183,GBIF_CURRENT=82,,URBANPLANTS=9,PLANTSEARCH=82
Pilgerodendron uviferum,9.98333,11,8.92708,18.7833,4.80555,1613,219,TRUE,GBIF_BGCI=22,,GBIF_CURRENT=261,PLANTSEARCH=31,
Pinus armandii,9.98333,11,12.6472,25.7535,3.94067,1000.75,78.5,TRUE,GBIF_BGCI=523,,GBIF_CURRENT=66,URBANPLANTS=18,PLANTSEARCH=112
Pinus contorta,9.98333,11,8.1024,22.69,1.79431,767,99.625,TRUE,GBIF_BGCI=2282,GBIF_CURRENT=8389,,URBANPLANTS=14,PLANTSEARCH=87
Pinus densata,9.98333,11,7.90442,21.1115,0.787083,670,50.25,TRUE,GBIF_BGCI=258,GBIF_CURRENT=76,,URBANPLANTS=1,PLANTSEARCH=21
Pinus densiflora,9.98333,11,12.1344,28.2524,2.54283,1202.75,135.375,TRUE,GBIF_BGCI=561,GBIF_CURRENT=167,,URBANPLANTS=11,PLANTSEARCH=155
Pinus heldreichii,9.98333,11,8.78568,24.714,0.9275,908.125,129.25,TRUE,GBIF_BGCI=3,GBIF_CURRENT=65,,URBANPLANTS=3,PLANTSEARCH=99
Pinus jeffreyi,9.98333,11,9.24894,25.6545,2.76239,767.875,83.125,TRUE,GBIF_BGCI=975,GBIF_CURRENT=171,,URBANPLANTS=4,PLANTSEARCH=115
Pinus koraiensis,9.98333,11,6.8896,26.124,-5.24958,925.375,80.75,TRUE,GBIF_BGCI=84,GBIF_CURRENT=241,,URBANPLANTS=5,PLANTSEARCH=157
Pinus lambertiana,9.98333,11,10.075,26.7187,3.46178,832.333,73.3333,TRUE,GBIF_BGCI=843,GBIF_CURRENT=797,,PLANTSEARCH=4,
Pinus nigra,9.98333,11,10.4436,26.7485,2.32166,743,136.375,TRUE,GBIF_BGCI=24356,GBIF_CURRENT=16634,,URBANPLANTS=58,PLANTSEARCH=211
Pinus parviflora,9.98333,11,11.1274,27.7465,1.05506,1325.12,187.75,TRUE,GBIF_BGCI=41,GBIF_CURRENT=367,,URBANPLANTS=26,PLANTSEARCH=118
Pinus ponderosa,9.98333,11,9.6901,27.246,1.63525,616.5,79.125,TRUE,GBIF_BGCI=283,GBIF_CURRENT=954,,URBANPLANTS=27,PLANTSEARCH=182
Pinus rigida,9.98333,11,11.1862,28.27,1.19875,1068.25,205.5,TRUE,GBIF_BGCI=75,GBIF_CURRENT=2999,,URBANPLANTS=7,PLANTSEARCH=12
Pinus strobiformis,9.98333,11,11.2159,27.8115,3.69642,658.25,73.625,TRUE,GBIF_BGCI=366,GBIF_CURRENT=541,,URBANPLANTS=4,PLANTSEARCH=69
Pinus strobus,9.98333,11,8.62553,27.3608,-2.19642,996.375,190.875,TRUE,GBIF_BGCI=4849,GBIF_CURRENT=2366,,URBANPLANTS=5,PLANTSEARCH=237
Pinus sylvestris,9.98333,11,8.16147,23.745,0.0162498,752,137,TRUE,GBIF_BGCI=272728,GBIF_CURRENT=6541,,URBANPLANTS=75,PLANTSEARCH=237
Podocarpus salignus,9.98333,11,10.5583,23.85,5.58333,1185.83,110.333,TRUE,GBIF_BGCI=165,,GBIF_CURRENT=292,PLANTSEARCH=62,
Podocarpus totara,9.98333,11,11.4453,21.7647,6.81367,1463.17,293.667,TRUE,GBIF_BGCI=586,GBIF_CURRENT=57,,PLANTSEARCH=68,
Populus trichocarpa,9.98333,11,8.55691,24.048,1.65308,669.625,105.25,TRUE,GBIF_BGCI=3141,GBIF_CURRENT=9525,,URBANPLANTS=11,PLANTSEARCH=55
Prumnopitys andina,9.98333,11,9.94116,23.9667,4.35556,1204.67,122,TRUE,GBIF_BGCI=21,,GBIF_CURRENT=39,PLANTSEARCH=64,
Prunus emarginata,9.98333,11,9.16625,24.6646,2.79692,900.25,84.75,TRUE,GBIF_BGCI=296,GBIF_CURRENT=1385,,URBANPLANTS=3,PLANTSEARCH=24
Prunus laurocerasus,9.98333,11,11.2503,24.855,4.55217,869.5,162.5,TRUE,GBIF_BGCI=23,GBIF_CURRENT=48396,,URBANPLANTS=21,PLANTSEARCH=161
Prunus lusitanica,9.98333,11,11.9813,24.485,6.134,787.75,139.75,TRUE,GBIF_BGCI=758,GBIF_CURRENT=2594,,URBANPLANTS=15,PLANTSEARCH=13
Prunus prostrata,9.98333,11,10.9149,27.87,3.28033,628,74.1667,TRUE,GBIF_BGCI=81,GBIF_CURRENT=46,,PLANTSEARCH=23,
Prunus sargentii,9.98333,11,9.4858,26.7576,-0.241001,993.167,156.167,TRUE,GBIF_CURRENT=742,,URBANPLANTS=19,PLANTSEARCH=114,
Prunus serotina,9.98333,11,10.0485,26.2807,1.07555,907.5,173.5,TRUE,GBIF_CURRENT=35257,,URBANPLANTS=46,PLANTSEARCH=181,
